gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,prop.sig.genes,stressor
LOC111119846,GO:0000209,protein polyubiquitination,544,72,35.28,7.7e-09,Biological Processes,0.132352941176471,ALL
LOC111119846,GO:0006511,ubiquitin-dependent protein catabolic process,750,100,48.63,0.0294,Biological Processes,0.133333333333333,ALL
LOC111120048,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,87,42.47,5.7e-11,Biological Processes,0.132824427480916,ALL
LOC111120071,GO:0060271,cilium assembly,165,29,10.7,0.00076,Biological Processes,0.175757575757576,ALL
LOC111120071,GO:0060294,cilium movement involved in cell motility,16,6,1.04,0.00196,Biological Processes,0.375,ALL
LOC111120073,GO:2001256,regulation of store-operated calcium entry,5,2,0.32,0.03683,Biological Processes,0.4,ALL
LOC111120134,GO:1904491,protein localization to ciliary transition zone,4,2,0.26,0.02308,Biological Processes,0.5,ALL
LOC111120248,GO:0002181,cytoplasmic translation,52,11,3.37,0.00304,Biological Processes,0.211538461538462,ALL
LOC111120557,GO:0000028,ribosomal small subunit assembly,13,3,0.84,0.04767,Biological Processes,0.230769230769231,ALL
LOC111120557,GO:0006412,translation,636,93,41.24,0.00196,Biological Processes,0.14622641509434,ALL
LOC111120563,GO:0060294,cilium movement involved in cell motility,16,6,1.04,0.00196,Biological Processes,0.375,ALL
LOC111120585,GO:0007018,microtubule-based movement,204,32,13.23,0.00761,Biological Processes,0.156862745098039,ALL
LOC111120645,GO:0030705,cytoskeleton-dependent intracellular transport,71,6,4.6,0.02318,Biological Processes,0.0845070422535211,ALL
LOC111120649,GO:0006457,protein folding,130,21,8.43,1.1e-05,Biological Processes,0.161538461538462,ALL
LOC111120878,GO:0006335,DNA replication-dependent nucleosome assembly,5,2,0.32,0.03683,Biological Processes,0.4,ALL
LOC111120994,GO:0006412,translation,636,93,41.24,0.00196,Biological Processes,0.14622641509434,ALL
LOC111121134,GO:0030433,ubiquitin-dependent ERAD pathway,48,8,3.11,0.01131,Biological Processes,0.166666666666667,ALL
LOC111121134,GO:0030970,"retrograde protein transport, ER to cytosol",6,3,0.39,0.00469,Biological Processes,0.5,ALL
LOC111121303,GO:0006412,translation,636,93,41.24,0.00196,Biological Processes,0.14622641509434,ALL
LOC111121303,GO:0017148,negative regulation of translation,250,50,16.21,1.8e-12,Biological Processes,0.2,ALL
LOC111121532,GO:0006457,protein folding,130,21,8.43,1.1e-05,Biological Processes,0.161538461538462,ALL
LOC111121532,GO:0030433,ubiquitin-dependent ERAD pathway,48,8,3.11,0.01131,Biological Processes,0.166666666666667,ALL
LOC111121654,GO:0030433,ubiquitin-dependent ERAD pathway,48,8,3.11,0.01131,Biological Processes,0.166666666666667,ALL
LOC111121690,GO:0006334,nucleosome assembly,59,9,3.83,0.04092,Biological Processes,0.152542372881356,ALL
LOC111121745,GO:0006376,mRNA splice site selection,13,4,0.84,0.02307,Biological Processes,0.307692307692308,ALL
LOC111121848,GO:0006412,translation,636,93,41.24,0.00196,Biological Processes,0.14622641509434,ALL
LOC111122426,GO:0006334,nucleosome assembly,59,9,3.83,0.04092,Biological Processes,0.152542372881356,ALL
LOC111122642,GO:0003341,cilium movement,51,15,3.31,0.00345,Biological Processes,0.294117647058824,ALL
LOC111122805,GO:0007018,microtubule-based movement,204,32,13.23,0.00761,Biological Processes,0.156862745098039,ALL
LOC111123434,GO:0007018,microtubule-based movement,204,32,13.23,0.00761,Biological Processes,0.156862745098039,ALL
LOC111124252,GO:0002181,cytoplasmic translation,52,11,3.37,0.00304,Biological Processes,0.211538461538462,ALL
LOC111124399,GO:0070286,axonemal dynein complex assembly,23,8,1.49,0.00023,Biological Processes,0.347826086956522,ALL
LOC111124508,GO:0000209,protein polyubiquitination,544,72,35.28,7.7e-09,Biological Processes,0.132352941176471,ALL
LOC111124508,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,87,42.47,5.7e-11,Biological Processes,0.132824427480916,ALL
LOC111124510,GO:0000209,protein polyubiquitination,544,72,35.28,7.7e-09,Biological Processes,0.132352941176471,ALL
LOC111124510,GO:0017148,negative regulation of translation,250,50,16.21,1.8e-12,Biological Processes,0.2,ALL
LOC111124510,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,87,42.47,5.7e-11,Biological Processes,0.132824427480916,ALL
LOC111124684,GO:0007018,microtubule-based movement,204,32,13.23,0.00761,Biological Processes,0.156862745098039,ALL
LOC111124684,GO:0030705,cytoskeleton-dependent intracellular transport,71,6,4.6,0.02318,Biological Processes,0.0845070422535211,ALL
LOC111124709,GO:0006334,nucleosome assembly,59,9,3.83,0.04092,Biological Processes,0.152542372881356,ALL
LOC111124711,GO:0006334,nucleosome assembly,59,9,3.83,0.04092,Biological Processes,0.152542372881356,ALL
LOC111124838,GO:0060271,cilium assembly,165,29,10.7,0.00076,Biological Processes,0.175757575757576,ALL
LOC111124874,GO:0006412,translation,636,93,41.24,0.00196,Biological Processes,0.14622641509434,ALL
LOC111124903,GO:0030433,ubiquitin-dependent ERAD pathway,48,8,3.11,0.01131,Biological Processes,0.166666666666667,ALL
LOC111124927,GO:0006883,cellular sodium ion homeostasis,5,3,0.32,0.00246,Biological Processes,0.6,ALL
LOC111124927,GO:0030007,cellular potassium ion homeostasis,5,3,0.32,0.00246,Biological Processes,0.6,ALL
LOC111124927,GO:0036376,sodium ion export across plasma membrane,5,3,0.32,0.00246,Biological Processes,0.6,ALL
LOC111124927,GO:1990573,potassium ion import across plasma membrane,16,4,1.04,0.01707,Biological Processes,0.25,ALL
LOC111125386,GO:0030433,ubiquitin-dependent ERAD pathway,48,8,3.11,0.01131,Biological Processes,0.166666666666667,ALL
LOC111125386,GO:0030970,"retrograde protein transport, ER to cytosol",6,3,0.39,0.00469,Biological Processes,0.5,ALL
LOC111125427,GO:0006895,Golgi to endosome transport,5,2,0.32,0.03683,Biological Processes,0.4,ALL
LOC111125459,GO:0006457,protein folding,130,21,8.43,1.1e-05,Biological Processes,0.161538461538462,ALL
LOC111125459,GO:0030433,ubiquitin-dependent ERAD pathway,48,8,3.11,0.01131,Biological Processes,0.166666666666667,ALL
LOC111125498,GO:0007411,axon guidance,86,14,5.58,0.01048,Biological Processes,0.162790697674419,ALL
LOC111125539,GO:0007411,axon guidance,86,14,5.58,0.01048,Biological Processes,0.162790697674419,ALL
LOC111125548,GO:0000028,ribosomal small subunit assembly,13,3,0.84,0.04767,Biological Processes,0.230769230769231,ALL
LOC111125548,GO:0006412,translation,636,93,41.24,0.00196,Biological Processes,0.14622641509434,ALL
LOC111125789,GO:0007411,axon guidance,86,14,5.58,0.01048,Biological Processes,0.162790697674419,ALL
LOC111126040,GO:0006412,translation,636,93,41.24,0.00196,Biological Processes,0.14622641509434,ALL
LOC111126203,GO:0036444,calcium import into the mitochondrion,4,3,0.26,0.00103,Biological Processes,0.75,ALL
LOC111126203,GO:0051560,mitochondrial calcium ion homeostasis,5,3,0.32,0.00246,Biological Processes,0.6,ALL
LOC111126300,GO:0060271,cilium assembly,165,29,10.7,0.00076,Biological Processes,0.175757575757576,ALL
LOC111126482,GO:0006412,translation,636,93,41.24,0.00196,Biological Processes,0.14622641509434,ALL
LOC111126508,GO:0007032,endosome organization,10,3,0.65,0.02312,Biological Processes,0.3,ALL
LOC111126579,GO:0006334,nucleosome assembly,59,9,3.83,0.04092,Biological Processes,0.152542372881356,ALL
LOC111126626,GO:0017148,negative regulation of translation,250,50,16.21,1.8e-12,Biological Processes,0.2,ALL
LOC111126810,GO:0008045,motor neuron axon guidance,5,3,0.32,0.00246,Biological Processes,0.6,ALL
LOC111126821,GO:0006511,ubiquitin-dependent protein catabolic process,750,100,48.63,0.0294,Biological Processes,0.133333333333333,ALL
LOC111126968,GO:0030036,actin cytoskeleton organization,204,25,13.23,0.01883,Biological Processes,0.122549019607843,ALL
LOC111127007,GO:0007032,endosome organization,10,3,0.65,0.02312,Biological Processes,0.3,ALL
LOC111127230,GO:0006457,protein folding,130,21,8.43,1.1e-05,Biological Processes,0.161538461538462,ALL
LOC111127274,GO:0034728,nucleosome organization,63,11,4.09,0.02284,Biological Processes,0.174603174603175,ALL
LOC111127708,GO:0007411,axon guidance,86,14,5.58,0.01048,Biological Processes,0.162790697674419,ALL
LOC111128063,GO:0030036,actin cytoskeleton organization,204,25,13.23,0.01883,Biological Processes,0.122549019607843,ALL
LOC111128085,GO:0007018,microtubule-based movement,204,32,13.23,0.00761,Biological Processes,0.156862745098039,ALL
LOC111128318,GO:0030042,actin filament depolymerization,19,4,1.23,0.02304,Biological Processes,0.210526315789474,ALL
LOC111128318,GO:0048870,cell motility,122,22,7.91,0.00755,Biological Processes,0.180327868852459,ALL
LOC111128364,GO:0007018,microtubule-based movement,204,32,13.23,0.00761,Biological Processes,0.156862745098039,ALL
LOC111128544,GO:0006457,protein folding,130,21,8.43,1.1e-05,Biological Processes,0.161538461538462,ALL
LOC111128572,GO:0006334,nucleosome assembly,59,9,3.83,0.04092,Biological Processes,0.152542372881356,ALL
LOC111128966,GO:0034728,nucleosome organization,63,11,4.09,0.02284,Biological Processes,0.174603174603175,ALL
LOC111129146,GO:0090090,negative regulation of canonical Wnt signaling pathway,12,4,0.78,0.00571,Biological Processes,0.333333333333333,ALL
LOC111129160,GO:0070286,axonemal dynein complex assembly,23,8,1.49,0.00023,Biological Processes,0.347826086956522,ALL
LOC111129174,GO:1990573,potassium ion import across plasma membrane,16,4,1.04,0.01707,Biological Processes,0.25,ALL
LOC111129185,GO:0006511,ubiquitin-dependent protein catabolic process,750,100,48.63,0.0294,Biological Processes,0.133333333333333,ALL
LOC111129312,GO:0006511,ubiquitin-dependent protein catabolic process,750,100,48.63,0.0294,Biological Processes,0.133333333333333,ALL
LOC111129313,GO:0006376,mRNA splice site selection,13,4,0.84,0.02307,Biological Processes,0.307692307692308,ALL
LOC111129377,GO:0003341,cilium movement,51,15,3.31,0.00345,Biological Processes,0.294117647058824,ALL
LOC111129389,GO:0003352,regulation of cilium movement,7,3,0.45,0.03677,Biological Processes,0.428571428571429,ALL
LOC111129389,GO:0060285,cilium-dependent cell motility,20,9,1.3,0.00102,Biological Processes,0.45,ALL
LOC111129389,GO:0070286,axonemal dynein complex assembly,23,8,1.49,0.00023,Biological Processes,0.347826086956522,ALL
LOC111129410,GO:0006412,translation,636,93,41.24,0.00196,Biological Processes,0.14622641509434,ALL
LOC111129446,GO:0007411,axon guidance,86,14,5.58,0.01048,Biological Processes,0.162790697674419,ALL
LOC111129719,GO:0007411,axon guidance,86,14,5.58,0.01048,Biological Processes,0.162790697674419,ALL
LOC111129841,GO:0006457,protein folding,130,21,8.43,1.1e-05,Biological Processes,0.161538461538462,ALL
LOC111129841,GO:0050821,protein stabilization,11,4,0.71,0.00401,Biological Processes,0.363636363636364,ALL
LOC111129936,GO:0060294,cilium movement involved in cell motility,16,6,1.04,0.00196,Biological Processes,0.375,ALL
LOC111130289,GO:0060271,cilium assembly,165,29,10.7,0.00076,Biological Processes,0.175757575757576,ALL
LOC111130343,GO:0007018,microtubule-based movement,204,32,13.23,0.00761,Biological Processes,0.156862745098039,ALL
LOC111130453,GO:0000209,protein polyubiquitination,544,72,35.28,7.7e-09,Biological Processes,0.132352941176471,ALL
LOC111130453,GO:0017148,negative regulation of translation,250,50,16.21,1.8e-12,Biological Processes,0.2,ALL
LOC111130453,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,87,42.47,5.7e-11,Biological Processes,0.132824427480916,ALL
LOC111130532,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,87,42.47,5.7e-11,Biological Processes,0.132824427480916,ALL
LOC111130568,GO:0007018,microtubule-based movement,204,32,13.23,0.00761,Biological Processes,0.156862745098039,ALL
LOC111130699,GO:0001732,formation of cytoplasmic translation initiation complex,4,2,0.26,0.02308,Biological Processes,0.5,ALL
LOC111130771,GO:0006412,translation,636,93,41.24,0.00196,Biological Processes,0.14622641509434,ALL
LOC111130882,GO:0006865,amino acid transport,55,7,3.57,0.00269,Biological Processes,0.127272727272727,ALL
LOC111130918,GO:2001256,regulation of store-operated calcium entry,5,2,0.32,0.03683,Biological Processes,0.4,ALL
LOC111130951,GO:0030036,actin cytoskeleton organization,204,25,13.23,0.01883,Biological Processes,0.122549019607843,ALL
LOC111130952,GO:0030431,sleep,19,4,1.23,0.03115,Biological Processes,0.210526315789474,ALL
LOC111130952,GO:0032222,"regulation of synaptic transmission, cholinergic",19,4,1.23,0.03115,Biological Processes,0.210526315789474,ALL
LOC111130952,GO:1903818,positive regulation of voltage-gated potassium channel activity,19,4,1.23,0.03115,Biological Processes,0.210526315789474,ALL
LOC111131049,GO:0002181,cytoplasmic translation,52,11,3.37,0.00304,Biological Processes,0.211538461538462,ALL
LOC111131153,GO:0006457,protein folding,130,21,8.43,1.1e-05,Biological Processes,0.161538461538462,ALL
LOC111131267,GO:0030865,cortical cytoskeleton organization,17,4,1.1,0.00419,Biological Processes,0.235294117647059,ALL
LOC111131301,GO:0016082,synaptic vesicle priming,5,2,0.32,0.03683,Biological Processes,0.4,ALL
LOC111131301,GO:0031629,synaptic vesicle fusion to presynaptic active zone membrane,5,2,0.32,0.03683,Biological Processes,0.4,ALL
LOC111131315,GO:0006616,"SRP-dependent cotranslational protein targeting to membrane, translocation",3,2,0.19,0.01206,Biological Processes,0.666666666666667,ALL
LOC111131740,GO:0006457,protein folding,130,21,8.43,1.1e-05,Biological Processes,0.161538461538462,ALL
LOC111132147,GO:0032486,Rap protein signal transduction,3,2,0.19,0.01206,Biological Processes,0.666666666666667,ALL
LOC111132147,GO:0071320,cellular response to cAMP,2,2,0.13,0.0042,Biological Processes,1,ALL
LOC111132147,GO:2000301,negative regulation of synaptic vesicle exocytosis,2,2,0.13,0.0042,Biological Processes,1,ALL
LOC111132297,GO:0002181,cytoplasmic translation,52,11,3.37,0.00304,Biological Processes,0.211538461538462,ALL
LOC111132787,GO:0048870,cell motility,122,22,7.91,0.00755,Biological Processes,0.180327868852459,ALL
LOC111132903,GO:0006412,translation,636,93,41.24,0.00196,Biological Processes,0.14622641509434,ALL
LOC111132999,GO:0016082,synaptic vesicle priming,5,2,0.32,0.03683,Biological Processes,0.4,ALL
LOC111132999,GO:0031629,synaptic vesicle fusion to presynaptic active zone membrane,5,2,0.32,0.03683,Biological Processes,0.4,ALL
LOC111133034,GO:0006865,amino acid transport,55,7,3.57,0.00269,Biological Processes,0.127272727272727,ALL
LOC111133072,GO:0000209,protein polyubiquitination,544,72,35.28,7.7e-09,Biological Processes,0.132352941176471,ALL
LOC111133072,GO:0017148,negative regulation of translation,250,50,16.21,1.8e-12,Biological Processes,0.2,ALL
LOC111133072,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,87,42.47,5.7e-11,Biological Processes,0.132824427480916,ALL
LOC111133073,GO:0000209,protein polyubiquitination,544,72,35.28,7.7e-09,Biological Processes,0.132352941176471,ALL
LOC111133073,GO:0017148,negative regulation of translation,250,50,16.21,1.8e-12,Biological Processes,0.2,ALL
LOC111133073,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,87,42.47,5.7e-11,Biological Processes,0.132824427480916,ALL
LOC111133277,GO:0000209,protein polyubiquitination,544,72,35.28,7.7e-09,Biological Processes,0.132352941176471,ALL
LOC111133277,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,87,42.47,5.7e-11,Biological Processes,0.132824427480916,ALL
LOC111133286,GO:0000209,protein polyubiquitination,544,72,35.28,7.7e-09,Biological Processes,0.132352941176471,ALL
LOC111133286,GO:0017148,negative regulation of translation,250,50,16.21,1.8e-12,Biological Processes,0.2,ALL
LOC111133286,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,87,42.47,5.7e-11,Biological Processes,0.132824427480916,ALL
LOC111133288,GO:0000209,protein polyubiquitination,544,72,35.28,7.7e-09,Biological Processes,0.132352941176471,ALL
LOC111133288,GO:0017148,negative regulation of translation,250,50,16.21,1.8e-12,Biological Processes,0.2,ALL
LOC111133288,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,87,42.47,5.7e-11,Biological Processes,0.132824427480916,ALL
LOC111133290,GO:0000209,protein polyubiquitination,544,72,35.28,7.7e-09,Biological Processes,0.132352941176471,ALL
LOC111133290,GO:0017148,negative regulation of translation,250,50,16.21,1.8e-12,Biological Processes,0.2,ALL
LOC111133290,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,655,87,42.47,5.7e-11,Biological Processes,0.132824427480916,ALL
LOC111133291,GO:0000209,protein polyubiquitination,544,72,35.28,7.7e-09,Biological Processes,0.132352941176471,ALL
LOC111133291,GO:0017148,negative regulation of translation,250,50,16.21,1.8e-12,Biological Processes,0.2,ALL
